Metric,Group1,Group2,Cohen's d,t-test p-value,Mann-Whitney U p-value,KS p-value,Significant (p < 0.05)?
auc,Random,GA-optimized (Pareto),-0.517,7.417e-03,3.340e-02,2.314e-01,Yes
