Metric,Group1,Group2,Cohen's d,t-test p-value,Mann-Whitney U p-value,KS p-value,Significant (p < 0.05)?
recall,Random,Intermediate (Non-Pareto),-0.258,1.092e-01,4.330e-02,3.108e-02,Yes
recall,Random,GA-optimized (Pareto),-0.589,4.091e-04,5.481e-05,3.066e-11,Yes
recall,Intermediate (Non-Pareto),GA-optimized (Pareto),-0.379,2.022e-02,3.622e-02,1.560e-05,Yes
