Metric,Group1,Group2,Cohen's d,t-test p-value,Mann-Whitney U p-value,KS p-value,Significant (p < 0.05)?
auc,Random,Intermediate (Non-Pareto),0.200,2.132e-01,3.746e-01,5.460e-01,No
auc,Random,GA-optimized (Pareto),1.012,1.047e-08,1.047e-07,1.657e-13,Yes
auc,Intermediate (Non-Pareto),GA-optimized (Pareto),0.953,4.499e-08,3.357e-07,6.472e-13,Yes
