Metric,Group1,Group2,Cohen's d,t-test p-value,Mann-Whitney U p-value,KS p-value,Significant (p < 0.05)?
precision,Random,GA-optimized (Pareto),-2.325,2.589e-09,9.331e-11,4.027e-13,Yes
