6147	2713	4764	5663	3876	1959	3371	4525	4412	4677	4553	1994	1740	3537	4435	723	5990	3435	5744	3060	383
6147	2713	4764	5663	3876	1959	3371	4525	4412	4677	4553	1994	1740	3537	4435	723	5990	3435	5744	4724	3322
6147	2713	4764	5663	3876	1959	3371	4525	4677	1480	4553	1994	1740	3537	4435	723	5990	3435	5744	3060	383
6147	2713	4764	5663	3876	1959	3371	4525	4677	1480	4553	1994	1740	3537	723	4435	5990	3435	5744	3060	3322
6147	2713	4764	5663	3876	1959	3371	4525	4412	4677	4553	1994	1740	4435	723	2134	5990	3435	5744	4724	3322
6147	2713	4764	5663	3876	1959	3371	4525	4412	4677	4553	1994	1740	3537	4435	2134	5990	3435	5744	4724	383
6147	2713	4764	5663	3876	1959	3371	4525	4412	4677	4553	1994	1740	4435	723	2134	5990	3435	5744	4724	383
6147	2713	4764	5663	1954	1959	3371	4525	4412	4677	4553	1994	1740	3537	4435	723	5990	3435	5744	3060	383
6147	2713	4764	5663	3876	1959	3371	4525	4412	4677	4553	1994	1740	3537	4435	2134	2277	5990	3435	5744	383
6147	2713	4764	5663	3876	1959	3371	4525	4677	1480	4553	1994	1740	3537	723	4435	5990	3435	5744	4724	3322
6147	2713	4764	5663	3876	1959	3371	4525	4412	1480	4553	1994	1740	3537	4435	2134	5990	3435	5744	4724	3322
6147	2713	4764	5663	3876	1959	3371	4525	4677	1480	4553	1994	1740	3537	723	4435	2277	5990	3435	5744	383
6147	2713	4764	5663	1954	1959	3371	4525	4677	1480	4553	1994	1740	3537	4435	723	5990	3435	5744	3060	383
6147	2713	4764	5663	3876	1959	3371	4525	4677	1480	4553	1994	1740	3537	4435	2134	5990	3435	5744	3060	383
6147	2713	4764	5663	1954	1959	3371	4525	4661	4677	4553	1994	1740	3537	4435	2134	5990	3435	5744	3060	383
6147	2713	4764	5663	3876	1959	3371	4525	4661	4677	4553	1994	1740	723	4435	2134	5990	3435	5744	4724	383
6147	2713	4764	5663	1954	1959	3371	4525	4412	4677	4553	1994	1740	3537	4435	2134	2277	5990	3435	5744	383
6147	2713	4764	5663	1954	1959	3371	4525	4661	4677	4553	1994	1740	723	4435	2134	5990	3435	5744	4724	383
6147	2713	4764	5663	1954	1959	3371	4525	1990	1480	4553	1994	1740	3537	4435	723	5990	3435	5744	3060	383
6147	2713	4764	5663	1954	1959	3371	4525	4661	4677	4553	1994	1740	723	4435	2134	2277	5990	3435	5744	383
6147	2713	4764	5663	3876	1959	3371	4525	4661	4677	4553	1994	1740	3537	4435	2134	2277	5990	3435	4724	383
6147	2713	4764	5663	1954	1959	3371	4525	4677	1480	4553	1994	1740	3537	4435	723	2277	5990	3435	4724	383
6147	2713	4764	5663	3876	1959	3371	4525	4677	1480	4553	1994	1740	3537	4435	861	2277	5990	3435	4724	383
6147	2713	4764	5663	3876	1959	3371	4525	4677	1480	4553	1994	1740	4435	723	2134	2277	5990	3435	4724	383
6147	2713	4764	5663	1954	1959	3371	4525	4677	1480	4553	1994	1740	4435	723	2134	5990	3435	5744	4724	383
6147	2713	4764	5663	1954	1959	3371	4525	4677	1480	4553	1994	1740	4435	723	2134	2277	5990	3435	5744	383
6147	2713	4764	5663	3876	1959	3371	4525	4677	1480	4553	1994	1740	1997	4435	2134	5990	3435	5744	4724	383
6147	5663	1954	5667	3876	1959	3371	4525	4661	4677	4553	1994	1740	723	4435	2134	2277	5990	3435	5744	383
6147	2713	4764	5663	1954	1959	3371	4525	1990	1480	4553	1994	1740	1997	4435	723	5990	3435	5744	3060	383
6147	2713	4764	5663	1954	1959	3371	4525	4677	1480	4553	1994	1740	1997	4435	2134	5990	3435	5744	3060	383
6147	2713	4764	5663	1954	1959	3371	4525	4677	1480	4553	1994	1740	4435	723	2134	2277	5990	3435	4724	383
6147	2713	4764	5663	3876	1959	3371	4525	4661	4677	2249	1994	1740	1997	4435	2134	2277	5990	3435	5744	383
6147	2713	4764	5663	1954	1959	3371	4525	4661	1480	4553	1994	1740	1997	4435	2134	5990	3435	5744	4724	383
6147	2713	4764	5663	1954	1959	3371	4525	4677	1480	4553	1994	1740	4435	723	861	2277	5990	3435	4724	383
6147	2713	4764	5663	1954	1959	3371	4525	4412	1480	4553	1994	1740	1997	4435	2134	2277	5990	3435	5744	383
6147	5663	1954	5667	3876	1959	3371	4525	4661	4677	4553	1994	1740	723	4435	2134	2277	5990	3435	4724	383
6147	2713	4764	5663	1954	1959	3371	4525	1990	1480	4553	1994	1740	3537	4435	2134	2277	5990	3435	4724	383
6147	5663	1954	5667	3876	1959	3371	4525	4677	1480	4553	1994	1740	3537	4435	861	2277	5990	3435	4724	383
6147	5663	1954	5667	3876	1959	3371	4525	4677	1480	4553	1994	1740	4435	723	2134	2277	5990	3435	4724	383
6147	5663	1954	5667	3876	1959	3371	4525	4677	1480	4553	1994	1740	1997	4435	2134	5990	3435	5744	4724	383
6147	5663	1954	5667	3876	1959	3371	4525	4661	4677	4553	1994	1740	1997	4435	861	2277	5990	3435	5744	383
6147	2713	4764	5663	1954	1959	3371	4525	4412	1480	4553	1994	1740	1997	4435	861	2277	5990	3435	4724	383
6147	2713	4764	5663	1954	1959	3371	4525	4677	1480	4553	1994	1740	1997	4435	2134	2277	5990	3435	4724	383
6147	5663	1954	5667	3876	1959	3371	4525	4677	1480	4553	1994	1740	1997	4435	861	2277	5990	3435	5744	383
6147	5663	1954	5667	3876	1959	3371	4525	4661	4677	2249	1994	1740	1997	4435	2134	2277	5990	3435	5744	383
6147	2713	4764	5663	1954	1959	3371	4525	4677	1480	4553	1994	1740	1997	4435	861	2277	5990	3435	4724	383
6147	2713	4764	5663	1954	1959	3371	4525	1990	1480	4553	1994	1740	1997	723	861	2277	5990	5744	3060	383
6147	2713	4764	5663	1954	1959	3371	4525	4661	1480	2249	1994	1740	1997	4435	2134	2277	5990	3435	4724	383
6147	2713	4764	5663	1954	1959	3371	4525	1990	1480	4553	1994	1740	1997	4435	861	2277	5990	3435	3060	383
6147	2713	4764	5663	1954	1959	3371	4525	1990	1480	4553	1994	1740	1997	723	861	2277	5990	3435	3060	383
6147	5663	1954	5667	3876	1959	3371	4525	1990	1480	4553	1994	1740	1997	4435	861	2277	5990	3435	5744	383
6147	5663	1954	5667	3876	1959	3371	4525	1990	1480	4553	1994	1740	1997	4435	861	2277	5990	3435	3060	383
6147	2713	4764	5663	1954	1959	3371	4525	1990	1480	4553	1994	1740	1997	4435	861	2277	5990	3435	4724	383
6147	5663	1954	5667	3876	1959	3371	4525	1990	1480	4553	1994	1740	1997	4435	2134	2277	5990	3435	4724	383
6147	5663	1954	5667	3876	1959	3371	4525	1990	1480	4553	1994	1740	1997	4435	861	2277	5990	3435	4724	383
6147	5663	1954	5667	3876	1959	3371	4525	4677	1990	2249	1994	1740	1997	4435	2134	2277	5990	3435	4724	383
6147	5663	1954	5667	3876	1959	3371	4525	1990	1480	2249	1994	1740	1997	4435	2134	2277	5990	3435	4724	383
6147	5663	1954	5667	3876	1959	3371	4525	1990	1480	2249	1994	1740	1997	4435	861	2277	5990	3435	4724	383
