Metric,Group1,Group2,Cohen's d,t-test p-value,Mann-Whitney U p-value,KS p-value,Significant (p < 0.05)?
f1,Random,Intermediate (Non-Pareto),0.491,8.357e-02,1.108e-01,5.010e-01,No
f1,Random,GA-optimized (Pareto),1.093,5.789e-04,2.586e-04,1.807e-02,Yes
f1,Intermediate (Non-Pareto),GA-optimized (Pareto),0.737,1.352e-02,1.052e-02,5.010e-01,Yes
