5376	2561	768	4488	6537	3339	6034	5012	3477	3735	2712	4378	3482	1050	5023	4255	5922	2595	2856	427	557	1966	3248	1075	5684	2616	2235	3262	5695	5184	1601	1985	3519	1350	3527	974	5712	6100	4311	3806	5854	3679	3807	354	2663	5864	5737	4330	7018	1005	1013	4469	4984	2041	4734	5119
5376	2561	768	4488	6537	3339	6034	5012	3477	3735	3736	2712	4378	3482	1050	4637	5922	2595	2856	427	557	1966	3248	1075	5684	2616	2235	3262	3519	5695	1601	1985	5184	1350	3527	974	5712	6100	4311	5854	3807	3806	3679	354	2663	5864	5737	4330	7018	1005	4469	1013	4984	2041	4734	5119
5376	2561	768	4488	6537	3339	6034	5012	3477	3735	2712	3736	1050	3482	4378	4255	5922	2595	2856	427	557	1966	3248	1075	5684	2616	2235	3262	3519	5695	5184	1601	1985	1350	3527	974	5712	6100	4311	5854	3679	3807	3806	354	2663	5864	5737	4330	7018	1005	1013	4469	4984	2041	4734	5119
5376	2561	768	4488	6537	3339	6034	5012	3477	3735	2712	4378	3482	1050	4255	5023	5922	2595	2856	427	557	1966	3248	1075	5684	2616	2235	3262	3519	5184	1601	1985	5695	1350	3527	974	5712	6100	4311	5854	3679	3806	3807	354	2663	5864	5737	4330	7018	5873	1013	4469	4984	2041	4734	5119
5376	2561	768	4488	6537	3339	6034	5012	3477	3735	2712	1050	3482	4378	5023	4255	5922	2595	2856	427	557	1966	3248	1075	5684	2616	2235	3262	3519	5184	1985	1601	974	5712	5072	5460	6100	4311	6874	3806	5854	3807	3679	354	2663	5864	5737	4330	7018	1005	4469	1013	4984	2041	4734	5119
5376	2561	768	4488	6537	3339	6034	5012	3477	3735	2712	3736	1050	3482	4378	5023	5922	2595	2856	427	557	1966	3248	1075	5684	2616	2235	3262	5695	5184	1601	1985	3519	1350	3527	974	5712	6100	4311	3806	5854	3679	3807	354	2663	5864	5737	4330	7018	1005	1013	4469	4984	2041	4734	5119
5376	2561	768	4488	6537	3339	6034	5012	3477	3735	2712	3736	4378	1050	4637	5662	5922	2595	2856	427	557	1966	3248	1075	5684	2616	2235	3262	5695	3519	1601	1985	5184	1350	3527	974	5712	6100	4311	3806	3807	5854	3679	354	2663	5864	5737	4330	7018	1005	1013	4469	4984	2041	4734	5119
768	2561	5376	4488	6537	3339	6034	5012	3477	3735	3736	2712	1050	4378	4637	5662	5922	2595	2856	427	557	1966	3248	1075	5684	2616	2235	3262	5695	3519	1601	1985	5184	1350	3527	974	5712	6100	4311	3806	3807	5854	3679	354	2663	5864	5737	4330	7018	1005	1013	4469	4984	2041	4734	5119
5376	2561	768	4488	6537	3339	6034	5012	3477	3735	2712	3736	4378	3482	1050	4637	4255	5023	5922	2595	1962	427	557	1075	5684	2616	2235	3262	3519	5184	1601	1985	5695	1350	3527	974	5712	6100	4311	5854	3679	3806	3807	354	2663	5864	5737	4330	7018	1005	1013	4469	4984	2041	4734	5119
5376	2561	768	4488	6537	3339	6034	5012	3477	3735	3736	2712	1050	3482	4378	4637	5023	4255	5922	2595	1962	427	557	1075	5684	2616	2235	3262	3519	5184	1601	1985	5695	1350	3527	974	5712	6100	4311	5854	3679	3806	3807	354	2663	5864	5737	4330	7018	1005	1013	4469	4984	2041	4734	5119
5376	2561	768	4488	6537	3339	6034	5012	3477	3735	3736	2712	1050	3482	4378	4637	5662	4255	5922	2595	1962	427	557	1075	5684	2616	2235	3262	3519	5184	1601	1985	5695	1350	3527	974	5712	6100	4311	5854	3679	3806	3807	354	2663	5864	5737	4330	7018	1005	1013	4469	4984	2041	4734	5119
5376	2561	768	4488	6537	3339	6034	5012	3477	3735	2712	3736	1050	3482	4378	5662	5023	4255	5922	2595	1962	427	557	1075	5684	2616	2235	3262	5695	3519	1601	1985	5184	1350	3527	974	5712	6100	4311	3806	3807	5854	3679	354	2663	5864	5737	4330	7018	1005	1013	4469	4984	2041	4734	5119
5376	2561	768	4488	6537	3339	6034	5012	3477	3735	3736	2712	1050	4378	4637	5662	5922	2595	2856	427	557	1966	3248	1075	5684	2616	2235	3262	3519	5184	1985	1601	974	5712	5072	5460	6100	4311	6874	5854	3679	3806	3807	354	2663	5864	5737	4330	7018	1005	1013	4469	4984	2041	4734	5119
5376	2561	768	4488	6537	3339	6034	5012	3477	3735	2712	3736	4378	3482	1050	4637	5023	4255	5922	2595	1962	427	557	1075	5684	2616	2235	3262	3519	5184	1985	1601	974	5712	5072	5460	6100	4311	6874	3806	3679	3807	5854	354	2663	5864	5737	4330	7018	1005	1013	4469	4984	2041	4734	5119
5376	2561	768	4488	6537	3339	6034	5012	3477	3735	2712	3736	4378	3482	1050	4637	5662	4255	5922	2595	1962	427	557	1075	5684	2616	2235	3262	3519	5184	1985	1601	974	5712	5072	5460	6100	4311	6874	5854	3679	3806	3807	354	2663	5864	5737	4330	7018	1005	1013	4469	4984	2041	4734	5119
5376	768	2561	4488	6537	3339	6034	5012	3477	3735	3736	2712	1050	3482	4378	4637	4255	5023	5922	2595	1962	427	557	1075	5684	2616	2235	3262	5695	5184	1601	1985	3519	1350	3527	974	5712	6100	4311	5854	3679	3807	3806	354	2663	5864	5737	7018	4330	1005	4469	1013	2041	1402	4734	5119
