5507	4110	2193	1560	2584	6690	6051	3108	4646	1065	4528	1728	1991	2888	4681	3148	4822	4826	1769	2923	1131	3692	1133	505	1905	5881
5507	4110	2193	5881	2584	1560	6690	6051	3108	4646	1065	4528	1728	1991	2888	4681	3148	4822	4826	1769	2923	1131	3692	1133	1905	505
5507	4110	2193	5881	2584	1560	6690	6051	3108	4646	1065	4528	1728	1991	2248	4681	2888	3148	4822	4826	2923	1131	3692	1133	1905	505
5507	4110	2193	1560	2584	6690	6051	3108	4646	1065	4528	1728	1991	2248	4681	2888	3148	4822	4826	2923	1131	3692	1133	505	1905	5881
5507	4110	2193	2584	1560	6690	6051	3108	4646	1065	4528	1728	1991	2888	4681	3148	4822	4826	1769	2923	1131	1133	3692	505	2035	5881
5507	4110	2193	2584	1560	6690	6051	3108	4646	1065	4528	1728	1991	2888	4681	2248	3148	4822	4826	1769	2923	3692	1133	1131	1905	5881
5507	4110	2193	1560	2584	6690	6051	3108	4646	1065	4528	1728	1991	2888	4681	2248	4822	4826	1769	2923	3692	1133	1131	505	1905	5881
5507	4110	2193	5881	2584	1560	6690	6051	3108	4646	1065	4528	1728	1991	2888	4681	2248	4822	4826	1769	2923	3692	1133	1131	1905	505
5507	4110	2193	5881	1560	2584	6690	6051	3108	4646	1065	4528	1728	1991	2248	4681	2888	3148	4822	1769	1131	2923	1133	3692	1905	505
5507	4110	2193	5881	1560	2584	6690	6051	3108	2085	1065	4528	1728	1991	2888	4681	3148	4822	4826	1769	2923	1131	1133	3692	2035	505
5507	4110	2193	1560	2584	6690	6051	3108	2085	1065	4528	1728	1991	2888	4681	3148	4822	4826	1769	1131	2923	3692	1133	505	2035	5881
5507	4110	2193	5881	2584	1560	6690	6051	3108	2085	1065	4528	1728	1991	2888	2248	4681	3148	4822	4826	1131	3692	1133	2923	1905	505
5507	4110	2193	1560	2584	6690	6051	3108	2085	1065	4528	1728	1991	2888	4681	2248	3148	4822	4826	1769	2923	3692	1133	1131	1905	5881
5507	4110	2193	5881	2584	1560	6690	6051	3108	2085	1065	4528	1728	1991	2888	4681	2248	4822	4826	1769	1131	3692	1133	2923	1905	505
5507	4110	2193	5881	1560	2584	6690	6051	3108	2085	1065	4528	1991	2248	4681	2888	3148	4822	4826	1769	2923	3692	1133	1131	1905	505
5507	4110	2193	1560	2584	6690	6051	3108	2085	1065	4528	1728	1991	2888	4681	2248	3148	4822	1769	1131	3692	1133	2923	505	1905	5881
5507	4110	2193	5881	1560	2584	6690	6051	3108	2085	1065	4528	1728	1991	2248	4681	2888	3148	4822	4826	1131	3692	1133	2923	2035	505
5507	4110	2193	2584	1560	6690	6051	3108	2085	1065	4528	1728	1991	2888	2248	4681	4822	4826	1769	2923	1131	1133	3692	505	2035	5881
5507	4110	2193	5881	2584	1560	6690	6051	3108	2085	1065	4528	1728	1991	2888	2248	4681	4822	4826	1769	2923	1131	1133	3692	2035	505
5507	1678	4110	2584	1560	6690	6051	3108	2085	1065	4528	1728	1991	2888	4681	3148	4822	4826	1769	2923	3692	1131	1133	505	2035	5881
5507	4110	2193	2584	1560	6690	6051	3108	2085	1065	4528	1728	1991	2888	4681	2248	3148	4822	4826	1769	1131	3692	1133	2923	2035	5881
5507	4110	2193	2584	1560	6690	6051	3108	2085	1065	4528	1991	2888	4681	2248	3148	4822	4826	1769	1131	2923	3692	1133	505	2035	5881
5507	4110	2193	5881	1560	2584	6690	6051	3108	2085	1065	4528	1728	1991	2888	2248	4681	3148	4822	1769	2923	1131	1133	3692	2035	505
5507	4110	2193	5881	2584	1560	6690	6051	3108	2085	1065	4528	1728	1991	2888	2248	4681	3148	4822	1769	2923	1131	1133	3692	2035	505
5507	4110	2193	2584	1560	6690	6051	3108	2085	1065	4528	1728	1991	2888	2248	4681	3148	4822	4826	1769	2923	1131	1133	505	2035	5881
5507	1678	4110	2584	1560	6690	6051	3108	2085	1065	4528	1728	1991	2888	2248	4681	4822	4826	1769	2923	1131	1133	3692	505	2035	5881
5507	1678	4110	1560	2584	6690	6051	3108	2085	1065	4528	1728	1991	2888	2248	4681	4822	4826	1769	2923	3692	1133	1131	505	2035	5881
5507	1678	4110	2584	1560	6690	6051	3108	2085	1065	4528	1728	1991	2248	4681	2888	3148	4822	4826	1769	2923	1131	1133	505	2035	5881
