5328-41-6	0	C(C(C(C(C(C(=O)O)O)O)O)O)O
313-06-4	1	CC12CCC3C(C1CCC2OC(=O)CCC4CCCC4)CCC5=C3C=CC(=C5)O
115-31-1	0	CC1(C2CCC1(C(C2)OC(=O)CSC#N)C)C
1948-33-0	0	CC(C)(C)C1=C(C=CC(=C1)O)O
118-10-5	0	C=CC1CN2CCC1CC2C(C3=CC=NC4=CC=CC=C34)O
106-24-1	1	CC(=CCCC(=CCO)C)C
150-30-1	1	C1=CC=C(C=C1)CC(C(=O)O)N
143-74-8	1	C1=CC=C2C(=C1)C(OS2(=O)=O)(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O
59-52-9	0	C(C(CS)S)O
27887-84-9	1	C(C(C(=O)O)S)(C(=O)O)S
328-50-7	0	C(CC(=O)O)C(=O)C(=O)O
4995-43-1	1	CC12CCC3C(C1CCC2OP(=O)(O)O)CCC4=C3C=CC(=C4)O
146-48-5	0	COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O
138-41-0	0	C1=CC(=CC=C1C(=O)O)S(=O)(=O)N
511-45-5	0	C1CCN(CC1)CCC(C2=CC=CC=C2)(C3=CC=CC=C3)O
630-60-4	0	CC1C(C(C(C(O1)OC2CC(C3(C4C(CCC3(C2)O)C5(CCC(C5(CC4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O
59-40-5	0	C1=CC=C2C(=C1)N=CC(=N2)NS(=O)(=O)C3=CC=C(C=C3)N
68060-64-0	0	CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCN5CCCC5)N(C)C)O
97-24-5	1	C1=CC(=C(C=C1Cl)SC2=C(C=CC(=C2)Cl)O)O
113-59-7	0	CN(C)CCC=C1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl
4438-22-6	0	C[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)[O-]
3562-84-3	0	CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)Br)O)Br
609-36-9	0	C1CC(NC1)C(=O)O
4408-78-0	0	C(C(=O)O)P(=O)(O)O
1847-24-1	0	CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
57808-66-9	1	C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O
27199-40-2	1	C1=CC=C(C(=C1)C2=NC(=NO2)C3=CC=NC=C3)Cl
50892-23-4	1	CC1=C(C(=CC=C1)NC2=CC(=NC(=N2)SCC(=O)O)Cl)C
21256-18-8	0	C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3
4880-88-0	0	CCC12CCCN3C1C4=C(CC3)C5=CC=CC=C5N4C(=O)C2
30516-87-1	1	CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-]
123-99-9	1	C(CCCC(=O)O)CCCC(=O)O
14028-44-5	0	C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl
60719-82-6	0	CC(C(=O)OC(C)(C)CC1=CC=C(C=C1)Cl)N
968-81-0	1	CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2
768-94-5	0	C1C2CC3CC1CC(C2)(C3)N
54-62-6	0	C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=NC(=N3)N)N
56-12-2	0	C(CC(=O)O)CN
321-64-2	0	C1CCC2=NC3=CC=CC=C3C(=C2C1)N
446-86-6	1	CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-]
59277-89-3	0	C1=NC2=C(N1COCCO)N=C(NC2=O)N
20537-88-6	0	C(CN)CNCCSP(=O)(O)O
59-66-5	0	CC(=O)NC1=NN=C(S1)S(=O)(=O)N
63-75-2	0	CN1CCC=C(C1)C(=O)OC
2609-46-3	1	C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N
60-32-2	0	C(CCC(=O)O)CCN
13655-52-2	0	CC(C)NCC(COC1=CC=CC=C1CC=C)O
645-05-6	0	CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C
72432-10-1	0	COC1=CC=C(C=C1)C(=O)N2CCCC2=O
59-96-1	1	CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2
64706-54-3	1	CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3
1134-47-0	0	C1=CC(=CC=C1C(CC(=O)O)CN)Cl
63659-18-7	0	CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O
36505-84-7	0	C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4
80-77-3	0	CN1C(S(=O)(=O)CCC1=O)C2=CC=C(C=C2)Cl
5627-46-3	0	CN1C2CCC1CC(C2)OC(C3=CC=CC=C3)C4=CC=C(C=C4)Cl
59939-16-1	0	C1CC1C2=CC=CC=C2OCC3=NCCN3
154-93-8	0	C(CCl)NC(=O)N(CCCl)N=O
490-46-0	0	C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O
53-19-0	1	C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl
298-46-4	0	C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N
95-25-0	0	C1=CC2=C(C=C1Cl)NC(=O)O2
58-94-6	0	C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2
298-57-7	0	C1CN(CCN1CC=CC2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4
6640-24-0	0	C1CN(CCN1)C2=CC(=CC=C2)Cl
23593-75-1	1	C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4
129-03-3	0	CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1
5786-21-0	0	CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42
7424-00-2	0	C1=CC(=CC=C1CC(C(=O)O)N)Cl
637-07-0	1	CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl
303-49-1	1	CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl
4205-90-7	0	C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl
28657-80-9	0	CCN1C2=CC3=C(C=C2C(=O)C(=N1)C(=O)O)OCO3
78-44-4	0	CCCC(C)(COC(=O)N)COC(=O)NC(C)C
2259-96-3	0	C1C2CC(C1C=C2)C3NC4=CC(=C(C=C4S(=O)(=O)N3)S(=O)(=O)N)Cl
34368-04-2	0	CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O
58-73-1	0	CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2
67-43-6	0	C(CN(CC(=O)O)CC(=O)O)N(CCN(CC(=O)O)CC(=O)O)CC(=O)O
2078-54-8	0	CC(C)C1=C(C(=CC=C1)C(C)C)O
77671-31-9	0	CC1=C(NC(=O)N1)C(=O)C2=CC=C(C=C2)SC
89197-32-0	1	CCC1(CC2=CC=CC=C2O1)C3=NCCN3
67-42-5	1	C(COCCOCCN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O
1841-19-6	1	C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
80288-49-9	0	CC1=NC2=C(N1)C(=O)N(C(=O)N2CC3=CC=CO3)C
54910-89-3	0	CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F
25451-15-4	0	C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N
69-23-8	0	C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
49562-28-9	1	CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl
78755-81-4	0	CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C
536-69-6	1	CCCCC1=CN=C(C=C1)C(=O)O
51-21-8	0	C1=C(C(=O)NC(=O)N1)F
54143-55-4	0	C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F
67227-56-9	1	C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O
76824-35-6	0	C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N
72509-76-3	0	CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C
