Metric,Group1,Group2,Cohen's d,t-test p-value,Mann-Whitney U p-value,KS p-value,Significant (p < 0.05)?
recall,Random,Intermediate (Non-Pareto),0.210,3.006e-01,2.890e-01,5.355e-01,No
recall,Random,GA-optimized (Pareto),0.110,5.889e-01,7.019e-01,3.834e-01,No
recall,Intermediate (Non-Pareto),GA-optimized (Pareto),-0.137,4.995e-01,2.986e-01,1.059e-01,No
