Metric,Group1,Group2,Cohen's d,t-test p-value,Mann-Whitney U p-value,KS p-value,Significant (p < 0.05)?
f1,Random,Intermediate (Non-Pareto),0.215,2.806e-01,4.093e-01,5.616e-01,No
f1,Random,GA-optimized (Pareto),0.346,8.401e-02,2.788e-01,7.251e-02,No
f1,Intermediate (Non-Pareto),GA-optimized (Pareto),0.127,5.224e-01,7.451e-01,4.084e-01,No
