Metric,Group1,Group2,Cohen's d,t-test p-value,Mann-Whitney U p-value,KS p-value,Significant (p < 0.05)?
recall,Random,Intermediate (Non-Pareto),0.069,7.973e-01,6.923e-01,7.732e-01,No
recall,Random,GA-optimized (Pareto),0.591,3.298e-02,6.106e-03,1.518e-03,Yes
recall,Intermediate (Non-Pareto),GA-optimized (Pareto),0.524,5.697e-02,6.330e-02,2.562e-02,No
