77-71-4	1
55-38-9	1
84-74-2	1
61-82-5	1
94-74-6	1
83-79-4	1
99-30-9	1
58-89-9	1
94-75-7	1
74-83-9	1
56-35-9	1
75-60-5	1
75-56-9	1
85-00-7	1
76-06-2	1
52-68-6	1
63-25-2	1
74-88-4	1
87-86-5	1
94-82-6	1
82-68-8	1
76-87-9	1
75-21-8	1
76-03-9	0
79-39-0	0
96-48-0	0
95-50-1	0
58-93-5	0
98-54-4	1
58-55-9	0
50-78-2	0
55-98-1	0
58-08-2	0
96-23-1	0
95-63-6	0
68-12-2	0
84-75-3	1
97-54-1	1
56-81-5	0
96-29-7	0
91-20-3	1
54-11-5	0
72-55-9	0
59-87-0	1
75-05-8	0
58-14-0	0
79-57-2	0
51-30-9	0
83-67-0	0
88-85-7	0
76-25-5	0
85-34-7	0
79-14-1	1
58-36-6	0
56-53-1	1
72-20-8	0
76-44-8	0
77-78-1	0
79-94-7	0
84-69-5	0
94-26-8	0
98-95-3	0
98-82-8	0
69-09-0	0
80-08-0	0
52-51-7	1
59-50-7	1
85-68-7	0
80-46-6	1
67-63-0	0
57-85-2	1
50-22-6	0
75-12-7	0
78-83-1	0
77-47-4	1
101-21-3	1
120-32-1	1
138-86-3	1
115-29-7	1
584-79-2	1
134-62-3	1
709-98-8	1
142-59-6	1
137-30-4	1
116-06-3	1
563-12-2	1
122-14-5	1
137-42-8	1
139-40-2	1
133-07-3	1
101-05-3	1
112-27-6	1
101-10-0	1
420-04-2	1
133-06-2	1
533-74-4	1
556-61-6	1
114-26-1	1
128-03-0	1
117-81-7	1
122-34-9	1
759-94-4	1
314-40-9	1
834-12-8	1
2425-06-1	1
330-55-2	1
122-88-3	1
137-26-8	1
298-02-2	1
333-41-5	1
298-00-0	1
584-03-2	1
148-79-8	1
298-04-4	1
108-32-7	1
301-12-2	1
731-27-1	1
138-93-2	1
149-57-5	1
732-11-6	0
110-26-9	0
108-46-3	0
107-07-3	0
106-46-7	0
105-60-2	0
298-46-4	0
111-76-2	0
104-76-7	1
140-66-9	0
141-43-5	0
302-79-4	0
111-15-9	0
111-96-6	0
108-91-8	0
131-17-9	0
111-42-2	1
111-46-6	1
111-77-3	0
556-52-5	0
822-06-0	0
100-02-7	0
100-37-8	0
872-50-4	0
110-80-5	0
107-12-0	0
111-90-0	0
108-95-2	0
112-34-5	0
120-83-2	0
123-31-9	0
117-39-5	0
126-73-8	0
309-00-2	0
109-86-4	0
124-94-7	0
121-54-0	0
100-97-0	0
104-40-5	0
108-67-8	1
828-00-2	1
111-30-8	1
789-02-6	0
629-14-1	0
126-11-4	1
123-35-3	0
121-14-2	0
120-82-1	0
108-80-5	1
