65	97	323	7	9	42	428	207	176	212	85	150	217	188	317	382
65	97	323	7	9	42	428	302	176	212	85	150	217	188	317	382
65	226	323	7	9	42	428	207	176	212	85	150	217	188	317	382
65	226	323	7	9	42	428	302	207	212	85	150	217	188	317	382
65	226	323	7	9	42	428	302	176	212	85	150	217	188	317	382
65	97	323	7	329	42	9	207	176	212	85	150	217	188	317	382
65	226	323	7	9	42	428	302	207	212	85	150	217	124	317	382
65	97	323	7	9	42	329	302	176	212	85	150	217	188	317	382
65	97	323	7	329	42	9	302	207	212	85	150	217	188	317	382
65	97	323	7	9	42	329	207	176	212	85	150	217	124	317	382
65	226	323	7	329	42	9	207	176	212	85	150	217	188	317	382
65	226	323	7	329	42	9	302	207	212	85	150	217	188	317	382
65	226	323	7	9	42	329	302	176	212	85	150	217	188	317	382
65	226	323	7	329	42	9	302	176	212	85	150	217	188	317	382
65	226	323	7	9	42	329	302	207	212	85	150	217	124	317	382
65	226	323	7	329	42	9	302	207	212	85	246	217	188	317	382
97	226	323	7	329	42	9	302	207	212	85	150	217	124	317	382
65	226	323	7	9	42	329	302	176	212	85	246	217	188	317	382
65	226	323	7	329	42	9	302	207	212	85	246	217	124	317	382
65	226	323	7	329	42	9	44	302	212	85	150	217	124	317	382
65	226	323	7	329	42	9	302	176	212	85	246	217	124	317	382
65	226	323	7	329	42	9	44	207	212	85	246	217	124	317	382
97	226	323	7	329	9	42	302	207	212	85	246	217	124	317	382
97	226	323	7	329	42	9	302	176	212	85	246	217	124	317	382
65	226	323	7	329	42	9	44	302	212	85	246	217	124	317	382
65	226	323	329	42	137	9	44	302	212	85	246	217	124	317	382
